studentID,problemID,time,option1selected,option1correct,option2selected,option2correct,option3selected,option3correct,option4selected,option4correct,option5selected,option5correct
323,3,54:15.1,t,t,f,f,f,t,f,f,t,t
253,3,06:58.1,f,f,t,t,t,f,f,f,f,f
347,3,03:39.2,t,t,t,t,f,t,t,t,t,t
333,3,51:21.7,t,t,t,t,f,t,f,f,f,f
381,30,28:51.2,f,f,t,f,t,t,f,f,t,t
248,28,38:23.8,t,t,f,t,t,t,t,t,f,f
386,30,17:27.4,t,t,t,f,f,f,t,t,t,t
233,3,17:15.7,t,t,f,f,f,t,f,f,f,f
201,3,09:50.6,f,f,t,t,f,t,t,t,f,f
252,28,56:11.2,t,t,f,t,f,f,t,t,t,t
247,3,17:14.8,t,t,f,f,t,f,f,f,t,t
342,3,11:10.6,t,t,f,f,f,t,t,t,f,f
373,27,08:44.1,f,f,t,t,,,,,,
338,3,07:10.2,t,t,f,f,t,f,f,f,f,f
252,27,05:18.0,t,t,f,f,,,,,,
305,27,01:09.6,f,f,t,t,,,,,,
263,28,28:39.5,t,t,f,t,t,t,t,t,t,t
330,30,15:44.4,t,t,f,t,t,t,f,f,f,f
226,3,04:46.4,f,f,f,f,f,t,f,f,t,t
382,30,12:40.9,f,f,f,t,t,t,f,f,f,f
381,27,25:11.6,t,t,f,f,,,,,,
255,28,44:32.8,t,t,f,t,t,t,t,t,f,f
277,3,49:28.8,t,t,t,t,t,f,f,f,t,t
325,28,36:26.1,f,f,f,t,t,t,t,t,f,f
312,28,32:11.7,t,t,f,t,t,t,t,t,t,t
311,3,11:19.7,f,f,t,t,t,f,f,f,f,f
390,27,46:34.0,t,t,f,f,,,,,,
208,3,43:15.8,t,t,f,f,f,t,f,f,f,f
226,3,26:11.7,t,t,t,t,t,f,t,t,t,t
201,27,10:03.3,t,t,f,f,,,,,,
298,28,03:23.4,t,t,t,f,t,t,f,f,f,f
326,28,20:24.1,t,t,t,f,t,t,f,f,f,f
275,28,36:42.0,t,t,f,t,t,t,t,t,t,t
254,3,53:02.7,t,t,f,f,f,t,f,f,t,t
323,3,52:50.5,t,t,f,f,t,f,f,f,t,t
353,3,52:58.9,t,t,t,t,f,t,t,t,t,t
200,29,02:48.4,f,f,t,t,f,t,t,t,f,f
334,3,50:49.1,t,t,t,t,t,f,t,t,f,f
304,3,12:01.0,t,t,f,f,f,t,f,f,f,f
233,3,20:37.9,f,f,t,t,f,t,f,f,f,f
325,28,36:42.9,f,f,f,t,t,t,t,t,t,t
325,28,36:03.2,f,f,f,t,t,t,t,t,f,f
379,27,09:57.6,t,t,f,f,,,,,,
244,3,08:31.4,t,t,t,t,f,t,t,t,t,t
224,3,53:29.6,t,t,t,t,f,t,t,t,t,t
350,3,37:51.5,t,t,t,t,f,t,t,t,t,t
279,28,02:38.0,t,t,f,t,t,t,t,t,t,t
297,27,17:51.6,t,t,f,f,,,,,,
312,3,29:06.3,t,t,f,f,f,t,f,f,t,t
361,3,12:21.6,f,f,f,f,t,f,t,t,t,t
248,3,26:49.5,t,t,t,t,f,t,t,t,t,t
321,3,15:06.5,t,t,t,t,t,f,t,t,t,t
255,3,16:07.5,t,t,t,t,f,t,t,t,t,t
269,3,40:34.7,t,t,t,t,t,f,f,f,t,t
253,3,06:15.5,f,f,t,t,f,t,f,f,f,f
270,28,51:12.9,t,t,f,t,t,t,f,f,t,t
324,30,16:50.8,f,f,t,f,f,f,f,f,f,f
299,27,08:48.4,t,t,f,f,,,,,,
261,28,27:48.7,t,t,f,t,t,t,t,t,t,t
246,27,59:46.6,t,t,f,f,,,,,,
291,29,51:54.1,t,t,t,t,f,t,t,t,t,t
279,3,30:07.5,t,t,t,t,t,f,t,t,t,t
272,27,16:29.2,t,t,f,f,,,,,,
280,28,16:13.8,f,f,t,f,t,t,t,t,t,t
355,27,48:31.6,t,t,f,f,,,,,,
289,3,26:33.8,t,t,f,f,f,t,t,t,t,t
376,30,13:29.5,f,f,f,t,t,t,t,t,f,f
284,29,24:47.6,t,t,t,t,t,f,t,t,t,t
255,3,12:55.7,f,f,t,t,t,f,f,f,f,f
338,3,32:48.2,t,t,f,f,t,f,f,f,f,f
286,28,02:03.7,t,t,t,f,t,t,f,f,t,t
374,28,29:31.3,f,f,f,t,f,f,t,t,t,t
270,27,16:19.9,t,t,f,f,,,,,,
321,3,50:16.2,t,t,t,t,f,t,t,t,t,t
334,3,48:34.5,t,t,f,f,f,t,f,f,f,f
242,3,30:53.7,t,t,f,f,f,t,f,f,f,f
322,3,13:21.8,t,t,t,t,f,t,t,t,t,t
255,3,11:09.1,f,f,t,t,f,t,f,f,f,f
285,31,24:23.2,t,t,f,f,,,,,,
253,3,06:13.0,t,t,f,f,f,t,f,f,f,f
200,29,01:59.9,f,f,f,f,t,f,f,f,t,t
334,27,40:35.2,t,t,f,f,,,,,,
214,3,54:20.3,t,t,f,f,f,t,t,t,t,t
308,3,24:35.4,f,f,f,f,f,t,f,f,t,t
200,29,01:34.0,f,f,f,f,t,f,t,t,t,t
374,3,39:56.1,t,t,f,f,t,f,t,t,f,f
242,3,30:59.9,t,t,f,f,t,f,f,f,t,t
233,3,24:22.9,t,t,f,f,f,t,t,t,t,t
320,3,59:36.3,t,t,t,t,f,t,t,t,t,t
235,27,59:42.9,t,t,f,f,,,,,,
272,3,18:29.9,t,t,f,f,f,t,t,t,t,t
284,30,16:49.8,f,f,f,t,t,t,f,f,f,f
381,30,29:20.2,t,t,t,f,t,t,f,f,t,t
241,30,19:06.2,t,t,f,t,t,t,t,t,t,t
323,3,56:36.1,f,f,f,f,f,t,f,f,f,f
373,3,10:27.4,f,f,t,t,f,t,f,f,f,f
376,30,12:24.9,f,f,f,t,f,f,t,t,f,f
338,3,33:10.3,t,t,t,t,t,f,t,t,f,f
269,3,38:15.2,t,t,f,f,f,t,t,t,f,f
218,27,10:49.9,f,f,t,t,,,,,,
226,3,04:55.1,f,f,f,f,f,t,t,t,f,f
253,3,07:36.5,t,t,f,f,t,f,t,t,f,f
298,28,03:27.3,t,t,t,f,t,t,f,f,f,f
386,29,45:52.9,t,t,t,t,t,f,f,f,f,f
209,3,55:19.5,t,t,t,t,f,t,t,t,t,t
320,28,39:44.5,t,t,f,t,t,t,f,f,f,f
385,3,42:55.3,f,f,t,t,f,t,f,f,f,f
278,3,07:44.0,t,t,t,t,t,f,f,f,f,f
391,3,04:54.5,t,t,t,t,t,f,t,t,t,t
376,30,13:16.5,f,f,t,f,t,t,t,t,f,f
390,29,40:12.3,t,t,f,f,f,t,t,t,f,f
350,3,34:10.7,t,t,f,f,f,t,f,f,t,t
386,29,49:46.5,f,f,t,t,f,t,t,t,t,t
216,3,15:07.1,t,t,t,t,f,t,t,t,f,f
257,3,18:45.5,f,f,t,t,f,t,f,f,t,t
313,3,49:37.7,t,t,t,t,f,t,t,t,t,t
269,3,38:02.6,t,t,t,t,t,f,t,t,t,t
341,31,45:40.8,t,t,f,f,,,,,,
201,3,10:36.2,t,t,t,t,t,f,t,t,f,f
375,31,16:45.3,t,t,f,f,,,,,,
248,3,23:03.4,t,t,f,f,t,f,t,t,f,f
303,29,38:41.2,t,t,t,t,f,t,t,t,t,t
324,3,18:48.7,t,t,t,t,f,t,t,t,t,t
323,3,53:52.7,t,t,t,t,t,f,t,t,f,f
200,29,02:54.4,f,f,t,t,t,f,t,t,f,f
247,28,01:37.7,t,t,t,f,t,t,f,f,t,t
249,31,58:51.0,t,t,f,f,,,,,,
390,29,40:08.1,t,t,f,f,t,f,t,t,f,f
226,3,28:20.6,t,t,f,f,f,t,f,f,f,f
251,3,51:09.2,t,t,t,t,f,t,t,t,t,t
218,27,10:52.8,t,t,f,f,,,,,,
338,3,14:45.7,t,t,t,t,t,f,t,t,t,t
243,3,02:18.0,t,t,t,t,t,f,t,t,t,t
285,30,27:48.4,t,t,t,f,t,t,t,t,f,f
335,28,32:46.0,t,t,t,f,t,t,t,t,f,f
260,30,55:17.2,t,t,t,f,f,f,f,f,t,t
274,3,24:30.0,t,t,f,f,t,f,t,t,t,t
267,31,28:34.2,t,t,f,f,,,,,,
257,3,24:33.9,t,t,t,t,f,t,t,t,t,t
358,3,30:04.9,t,t,f,f,f,t,t,t,t,t
245,3,11:11.4,t,t,t,t,f,t,t,t,t,t
298,28,03:19.7,t,t,t,f,t,t,f,f,t,t
372,3,30:13.1,f,f,t,t,f,t,f,f,t,t
254,28,11:50.6,t,t,f,t,t,t,t,t,t,t
347,27,58:10.1,t,t,f,f,,,,,,
388,3,25:33.8,t,t,t,t,f,t,t,t,t,t
263,28,23:44.2,f,f,f,t,t,t,t,t,f,f
338,3,10:30.0,t,t,t,t,t,f,f,f,t,t
334,3,48:34.2,t,t,f,f,f,t,f,f,f,f
373,3,13:35.4,f,f,t,t,t,f,t,t,f,f
381,30,32:12.0,t,t,f,t,t,t,t,t,t,t
253,3,07:26.1,t,t,t,t,f,t,t,t,f,f
369,27,34:40.6,t,t,f,f,,,,,,
297,27,17:47.7,t,t,f,f,,,,,,
351,3,16:08.8,f,f,t,t,f,t,f,f,t,t
374,28,29:30.2,f,f,f,t,f,f,t,t,f,f
342,28,29:33.4,t,t,f,t,t,t,f,f,f,f
361,3,09:48.8,t,t,f,f,f,t,f,f,f,f
242,3,30:09.7,t,t,f,f,t,f,t,t,t,t
334,3,50:18.6,t,t,t,t,f,t,t,t,f,f
218,28,32:23.3,t,t,f,t,t,t,t,t,t,t
342,3,10:49.9,f,f,f,f,f,t,f,f,f,f
227,3,19:47.8,t,t,t,t,f,t,t,t,f,f
385,3,44:14.0,f,f,t,t,f,t,f,f,f,f
309,28,51:44.9,t,t,f,t,f,f,f,f,t,t
278,3,07:53.6,t,t,t,t,t,f,t,t,f,f
299,3,10:28.7,t,t,t,t,t,f,f,f,f,f
270,28,50:56.1,t,t,t,f,t,t,t,t,f,f
347,3,01:45.3,f,f,t,t,t,f,t,t,t,t
386,30,17:10.4,t,t,t,f,f,f,t,t,f,f
323,3,53:42.4,t,t,t,t,t,f,t,t,t,t
270,3,19:58.6,t,t,f,f,t,f,t,t,f,f
335,28,32:55.9,t,t,t,f,t,t,f,f,f,f
285,30,27:41.9,f,f,t,f,t,t,t,t,t,t
278,3,06:16.1,t,t,t,t,t,f,t,t,f,f
248,3,24:22.2,t,t,t,t,t,f,t,t,f,f
351,3,13:52.2,f,f,t,t,f,t,t,t,t,t
208,3,44:10.8,t,t,t,t,f,t,f,f,f,f
298,28,05:01.2,f,f,t,f,t,t,t,t,t,t
274,3,24:24.3,t,t,t,t,t,f,t,t,t,t
337,3,10:28.9,f,f,t,t,f,t,f,f,f,f
338,3,32:59.3,t,t,f,f,t,f,t,t,t,t
216,3,14:18.5,t,t,f,f,t,f,t,t,f,f
240,3,18:55.2,t,t,f,f,t,f,t,t,t,t
297,3,19:25.9,t,t,t,t,f,t,t,t,t,t
374,3,37:17.2,f,f,t,t,f,t,f,f,f,f
208,3,52:32.4,t,t,t,t,f,t,t,t,t,t
247,27,14:11.3,t,t,f,f,,,,,,
298,28,02:20.1,t,t,t,f,f,f,t,t,f,f
231,3,44:15.2,f,f,f,f,f,t,f,f,t,t
354,27,50:48.3,t,t,f,f,,,,,,
335,27,08:57.8,t,t,f,f,,,,,,
321,27,12:06.4,t,t,f,f,,,,,,
266,3,12:49.9,t,t,t,t,t,f,f,f,f,f
382,29,41:40.3,t,t,f,f,f,t,t,t,t,t
338,3,10:29.8,t,t,t,t,t,f,f,f,t,t
357,3,22:37.6,f,f,t,t,f,t,f,f,f,f
374,3,37:10.1,f,f,f,f,t,f,f,f,f,f
386,30,16:58.2,t,t,t,f,f,f,t,t,t,t
347,3,01:55.8,t,t,f,f,f,t,f,f,t,t
269,3,38:11.9,t,t,f,f,t,f,t,t,f,f
376,30,13:45.1,f,f,f,t,f,f,t,t,f,f
244,27,06:37.1,t,t,f,f,,,,,,
347,3,01:12.9,f,f,t,t,t,f,f,f,f,f
215,29,28:33.4,t,t,t,t,f,t,t,t,t,t
361,3,10:48.1,t,t,t,t,t,f,t,t,f,f
309,3,22:47.3,t,t,t,t,f,t,t,t,t,t
334,3,47:23.4,t,t,t,t,f,t,t,t,f,f
391,27,54:31.5,t,t,f,f,,,,,,
390,30,49:09.6,t,t,f,t,f,f,f,f,t,t
266,3,14:01.0,t,t,t,t,t,f,t,t,f,f
323,3,54:01.7,t,t,f,f,t,f,t,t,f,f
362,27,22:01.3,t,t,f,f,,,,,,
280,3,33:01.4,t,t,f,f,t,f,f,f,t,t
311,27,09:34.7,t,t,f,f,,,,,,
381,30,29:29.1,t,t,t,f,t,t,f,f,f,f
233,3,22:43.9,f,f,t,t,f,t,t,t,f,f
330,31,09:48.0,t,t,f,f,,,,,,
278,3,09:59.5,t,t,f,f,t,f,t,t,t,t
357,3,30:23.3,t,t,t,t,f,t,t,t,t,t
313,27,45:28.0,t,t,f,f,,,,,,
230,30,42:43.5,t,t,f,t,t,t,t,t,t,t
200,30,25:13.3,f,f,f,t,t,t,t,t,f,f
276,27,33:30.1,t,t,f,f,,,,,,
290,3,25:53.2,t,t,t,t,t,f,t,t,f,f
317,3,51:10.5,f,f,f,f,t,f,f,f,f,f
215,31,32:38.3,t,t,f,f,,,,,,
298,27,12:00.1,t,t,f,f,,,,,,
382,30,16:12.6,f,f,f,t,t,t,f,f,f,f
325,28,36:26.3,f,f,f,t,t,t,t,t,f,f
226,3,28:19.9,t,t,f,f,f,t,f,f,f,f
208,3,44:06.5,t,t,t,t,t,f,f,f,f,f
356,29,50:29.0,t,t,t,t,f,t,t,t,t,t
234,28,01:54.4,t,t,f,t,t,t,t,t,t,t
375,29,33:57.3,t,t,t,t,f,t,t,t,t,t
255,3,11:54.2,f,f,f,f,t,f,f,f,f,f
323,3,53:41.9,t,t,t,t,t,f,t,t,t,t
286,28,49:33.2,t,t,t,f,f,f,f,f,t,t
347,3,01:25.5,f,f,t,t,t,f,t,t,f,f
248,3,23:11.4,t,t,f,f,t,f,f,f,f,f
278,3,07:02.4,t,t,t,t,t,f,t,t,f,f
204,3,22:01.2,t,t,t,t,f,t,t,t,t,t
391,3,05:09.8,t,t,t,t,t,f,t,t,f,f
361,28,39:11.8,t,t,f,t,t,t,t,t,t,t
308,3,25:53.3,f,f,t,t,f,t,t,t,f,f
299,28,33:34.8,t,t,f,t,t,t,t,t,t,t
351,3,15:35.9,f,f,t,t,f,t,t,t,t,t
308,3,25:11.8,t,t,t,t,f,t,f,f,f,f
269,3,40:44.5,t,t,t,t,f,t,t,t,t,t
279,3,30:30.1,t,t,f,f,t,f,t,t,t,t
374,3,37:28.1,f,f,f,f,f,t,t,t,f,f
328,3,34:17.0,t,t,t,t,f,t,t,t,t,t
302,3,03:02.3,t,t,f,f,f,t,t,t,t,t
249,30,57:21.7,f,f,t,f,t,t,t,t,t,t
238,3,30:59.3,t,t,t,t,f,t,t,t,t,t
264,28,34:07.2,f,f,f,t,t,t,t,t,f,f
227,3,19:48.7,t,t,t,t,f,t,t,t,f,f
201,3,18:48.8,f,f,f,f,t,f,t,t,f,f
387,28,21:22.2,t,t,f,t,t,t,t,t,t,t
327,3,03:41.7,t,t,t,t,f,t,f,f,f,f
300,3,26:10.6,f,f,f,f,f,t,t,t,f,f
267,30,33:08.5,t,t,f,t,t,t,t,t,f,f
317,28,56:36.8,t,t,f,t,t,t,t,t,t,t
303,30,33:57.3,f,f,t,f,f,f,f,f,f,f
350,3,31:55.7,f,f,f,f,f,t,f,f,t,t
251,3,44:00.3,f,f,f,f,t,f,t,t,f,f
291,3,44:11.0,t,t,t,t,t,f,f,f,t,t
291,3,39:01.1,t,t,f,f,f,t,f,f,f,f
286,27,50:14.4,t,t,f,f,,,,,,
311,3,12:14.9,t,t,t,t,f,t,f,f,t,t
257,3,17:22.2,f,f,t,t,t,f,f,f,t,t
299,28,33:18.2,t,t,f,t,t,t,f,f,t,t
376,30,12:14.6,f,f,t,f,f,f,f,f,f,f
270,28,51:02.4,f,f,t,f,t,t,f,f,f,f
354,3,56:18.8,t,t,t,t,f,t,t,t,t,t
242,3,32:27.7,t,t,t,t,f,t,f,f,t,t
204,27,13:38.6,t,t,f,f,,,,,,
256,3,56:35.3,t,t,t,t,f,t,t,t,t,t
226,3,29:02.8,t,t,f,f,f,t,t,t,t,t
278,3,07:51.1,t,t,f,f,t,f,t,t,f,f
323,27,50:05.4,t,t,f,f,,,,,,
356,30,35:30.0,t,t,f,t,t,t,t,t,t,t
357,3,28:46.1,t,t,t,t,t,f,t,t,t,t
353,27,49:25.3,t,t,f,f,,,,,,
249,3,44:21.7,t,t,f,f,t,f,t,t,f,f
324,30,19:00.6,f,f,t,f,t,t,f,f,f,f
240,27,36:39.1,t,t,f,f,,,,,,
242,3,41:40.4,t,t,t,t,f,t,t,t,t,t
214,3,54:13.9,t,t,t,t,t,f,t,t,f,f
334,3,50:49.9,t,t,t,t,t,f,t,t,f,f
355,3,30:17.7,t,t,t,t,f,t,t,t,f,f
290,3,25:55.4,t,t,t,t,f,t,t,t,t,t
323,3,52:36.0,t,t,f,f,f,t,t,t,t,t
305,27,00:53.5,t,t,f,f,,,,,,
241,30,17:39.1,t,t,t,f,t,t,t,t,t,t
323,3,55:59.7,f,f,t,t,f,t,t,t,t,t
326,3,04:32.4,t,t,t,t,t,f,f,f,t,t
256,3,56:09.4,f,f,t,t,f,t,t,t,f,f
321,3,50:09.0,t,t,t,t,t,f,t,t,f,f
280,28,14:00.4,t,t,f,t,f,f,f,f,f,f
362,28,11:04.4,t,t,f,t,t,t,t,t,t,t
332,27,03:51.4,t,t,f,f,,,,,,
342,3,10:35.8,f,f,f,f,f,t,t,t,f,f
338,28,52:19.0,t,t,f,t,t,t,t,t,t,t
351,3,13:29.7,f,f,t,t,f,t,t,t,f,f
242,3,30:27.4,t,t,f,f,f,t,t,t,t,t
338,3,12:55.0,f,f,f,f,f,t,f,f,f,f
279,3,31:21.9,t,t,t,t,f,t,t,t,t,t
300,27,24:43.8,t,t,f,f,,,,,,
238,27,21:18.9,t,t,f,f,,,,,,
320,28,43:53.1,t,t,f,t,t,t,t,t,t,t
254,3,52:33.2,f,f,t,t,t,f,f,f,t,t
267,27,28:10.0,t,t,f,f,,,,,,
327,3,28:13.8,t,t,t,t,f,t,f,f,t,t
248,3,24:52.4,t,t,f,f,t,f,t,t,t,t
263,3,41:06.4,t,t,t,t,f,t,t,t,t,t
233,28,59:50.0,t,t,f,t,f,f,t,t,t,t
325,28,37:01.1,t,t,f,t,t,t,t,t,f,f
334,3,50:48.5,t,t,t,t,t,f,t,t,f,f
208,3,44:02.7,t,t,t,t,t,f,f,f,t,t
245,3,10:55.4,t,t,t,t,f,t,f,f,t,t
386,30,16:54.7,t,t,t,f,f,f,t,t,t,t
252,27,05:17.2,t,t,f,f,,,,,,
323,3,54:01.5,t,t,f,f,t,f,t,t,f,f
276,30,19:12.2,t,t,t,f,t,t,f,f,t,t
280,3,27:50.3,t,t,t,t,t,f,f,f,t,t
323,3,51:34.0,f,f,f,f,t,f,f,f,f,f
376,30,13:58.5,f,f,t,f,t,t,t,t,t,t
298,28,04:26.6,t,t,t,f,t,t,f,f,t,t
249,30,58:03.3,t,t,f,t,t,t,t,t,f,f
291,27,33:02.7,t,t,f,f,,,,,,
246,27,59:19.9,t,t,f,f,,,,,,
253,3,07:42.2,t,t,f,f,f,t,t,t,t,t
287,28,32:46.8,t,t,t,f,t,t,f,f,t,t
321,3,15:16.5,t,t,t,t,t,f,f,f,f,f
269,28,46:18.6,t,t,f,t,t,t,t,t,t,t
244,28,23:16.8,t,t,t,f,f,f,t,t,f,f
216,27,12:53.0,t,t,f,f,,,,,,
342,3,10:19.6,t,t,f,f,f,t,t,t,f,f
263,3,51:49.2,f,f,f,f,t,f,f,f,f,f
249,3,45:09.7,t,t,t,t,f,t,t,t,f,f
321,28,50:56.1,t,t,f,t,t,t,t,t,t,t
388,3,16:35.6,t,t,f,f,t,f,f,f,t,t
335,28,33:11.5,t,t,f,t,t,t,t,t,f,f
381,30,29:24.2,t,t,t,f,t,t,t,t,t,t
242,27,10:44.1,t,t,f,f,,,,,,
334,3,48:47.0,t,t,f,f,f,t,f,f,f,f
233,3,22:59.0,t,t,t,t,t,f,t,t,f,f
240,3,25:40.9,t,t,t,t,t,f,f,f,f,f
208,3,50:42.2,t,t,f,f,t,f,t,t,f,f
255,3,15:33.7,f,f,f,f,t,f,f,f,f,f
324,30,25:48.7,t,t,f,t,t,t,f,f,f,f
263,3,51:56.2,f,f,f,f,t,f,f,f,f,f
373,3,19:32.6,t,t,t,t,f,t,t,t,t,t
245,28,56:13.8,t,t,t,f,f,f,t,t,t,t
323,3,53:01.1,t,t,f,f,f,t,f,f,f,f
274,3,24:26.9,t,t,f,f,t,f,t,t,t,t
303,30,32:43.1,f,f,f,t,f,f,t,t,t,t
323,3,57:35.2,t,t,t,t,t,f,f,f,t,t
390,30,50:58.4,t,t,t,f,f,f,f,f,t,t
263,28,23:46.6,f,f,f,t,t,t,t,t,f,f
313,3,49:08.5,t,t,f,f,f,t,f,f,t,t
216,3,15:51.8,t,t,t,t,f,t,f,f,f,f
277,27,46:12.6,t,t,f,f,,,,,,
275,27,48:17.5,t,t,f,f,,,,,,
320,27,49:04.3,t,t,f,f,,,,,,
208,3,50:58.6,f,f,f,f,f,t,t,t,t,t
322,27,57:10.2,t,t,f,f,,,,,,
230,30,42:43.8,t,t,f,t,t,t,t,t,t,t
327,3,15:23.5,t,t,f,f,t,f,f,f,f,f
291,3,42:56.7,t,t,f,f,t,f,f,f,f,f
